ID,Name,Handedness,Birthday,Country,Full Name
0000003935,紀俊麟,右投右打,1980/04/01,中華民國,
0000003936,小桧山雅仁,右投右打,1969/05/07,日本,Kohiyama Masahito
0000003937,中山裕章,右投右打,1967/11/04,日本,Nakayama Hiroaki
0000003938,顏暉弦,右投右打,1979/06/03,中華民國,
0000003939,顏子堯,右投右打,1978/07/23,中華民國,
0000003940,曾漢州,右投左打,1978/02/05,中華民國,
0000003941,拉飛爾,右投右打,1976/02/15,巴拿馬,Rafael Medina
0000003942,丹尼,左投左打,1974/01/25,美國,Dan Serafini
0000003943,杉山直樹,右投右打,1969/09/03,日本,Sugiyama Naoki
0000003944,郭岱詠,右投右打,1978/06/17,中華民國,
0000003945,吳潤岩,右投右打,1980/06/15,中華民國,
0000003946,陳麒元,右投右打,1978/01/25,中華民國,
0000003947,部坂俊之,右投右打,1974/07/15,日本,Hesaka Toshiyuki
0000003948,笹川隆,右投右打,1979/11/08,日本,Sakagawa Takashi
0000003949,美樂,右投左打,1976/10/11,多明尼加,Juan Melo
0000003950,李麥克,右投右打,1973/10/10,美國,Derek Hasselhoff
0000003951,費加洛,右投右打,1975/06/24,多明尼加,Juan Figueroa
0000003952,達威,右投右打,1973/03/13,多明尼加,Dario Veras
0000003953,索沙,右投右打,1975/08/19,多明尼加,Juan Sosa
0000003954,王國進,右投右打,1981/02/21,中華民國,
0000003955,羅健銘,左投左打,1980/07/31,中華民國,
0000003956,阿諾,右投右打,1974/03/24,美國,James Arnold
0000003957,王宜民,右投右打,1980/05/25,中華民國,
0000003958,李軾揚,右投右打,1977/10/02,中華民國,
0000003959,陳嘉宏,右投右打,1980/10/03,中華民國,
0000003960,葉長龍,左投左打,1980/02/01,中華民國,
0000003961,邏逤,右投右打,1968/01/27,美國,Rusty Meacham
0000003962,丹尼,右投右打,1969/07/21,美國,Danny Harriger
0000003963,李俊,左投左打,1977/07/17,韓國,Lee Jun
0000003964,吉龍,右投右打,1972/11/05,多明尼加,Emiliano Giron
0000003965,邏迓,右投右打,1979/12/08,墨西哥,Rigoberto Loya
0000003966,王信民,右投右打,1979/04/15,中華民國,
0000003967,曾孟承,右投右打,1980/10/31,中華民國,
0000003968,艾斯巴達,右投右打,1978/06/12,墨西哥,Gary Espadas
0000003969,小吉龍,右投右打,1973/11/17,多明尼加,Isabel Giron
0000003970,沈鈺傑,左投左打,1981/03/03,中華民國,
0000003971,吳修帆,右投右打,1981/12/30,中華民國,
0000003972,杜章偉,右投右打,1982/05/11,中華民國,
0000003973,賈西亞,右投右打,1979/10/24,多明尼加,Rafael Garcia
0000003974,尼爾森,右投右打,1976/06/04,多明尼加,Nelson Castro
0000003975,博德,右投右打,1980/05/13,澳大利亞,Bradley Purcell
0000003976,朱尉銘,右投右打,1981/08/02,中華民國,
0000003977,查理,右投右打,1974/05/08,美國,Charles Peterson
0000003978,王俊仁,右投右打,1981/06/21,中華民國,
0000003979,神龍,右投右打,1981/06/21,多明尼加,
0000003980,迪歐,右投左右開弓,1976/09/27,多明尼加,Dionys Cesar
0000003981,鄭志強,右投右打,1982/01/26,中華民國,
0000003982,史考特,右投右打,1977/10/26,美國,Scott Sobkowiak
0000003983,邱俊文,右投右打,1980/03/10,中華民國,
0000003986,史帝夫,左投左打,1978/06/03,美國,Steve Smyth
0000003988,詹姆士,右投右打,1977/09/18,美國,Jim Deschaine
0000003989,蘇哲毅,右投右打,1982/09/22,中華民國,
0000003990,洛可,左投左打,1976/12/27,美國,Mike Lockwood
0000003991,亞力士,左投左打,1976/11/05,委內瑞拉,Alexander Herrera
0000003992,貝克,右投右打,1975/05/26,美國,Brian Becker
0000003994,德瑞克,左投左打,1981/06/06,美國,Derrick Van Dusen
0000003995,馬帝那,右投左右開弓,1981/10/07,委內瑞拉,Rodney Medina
0000003996,沙拉登,右投右打,1975/03/22,多明尼加,Miguel Saladin
0000003997,藤本博史,右投左打,1976/05/10,日本,Fujimoto Hiroshi
0000003998,羅曼,右投左右開弓,1978/11/28,波多黎各,Orlando Roman
0000003999,勞力士,右投右打,1977/09/10,多明尼加,Lorenzo Barcelo
0000004000,郭建宏,右投右打,1981/04/10,中華民國,
0000004001,喬帥,右投右打,1978/03/15,美國,Josue Matos
0000004002,克里斯,右投右打,1981/08/24,澳大利亞,Chris Mowday
0000004003,凱文,左投左打,1971/01/28,美國,Kevin Tolar
0000004004,卡洛斯,右投右打,1974/04/05,哥倫比亞,Carlos Villalobos
0000004005,黃政琦,左投左打,1983/11/15,中華民國,
0000004006,威鯨,右投右打,1978/07/19,美國,Steve Watkins
0000004007,亞伯汗,右投左右開弓,1977/02/05,多明尼加,Abraham Nunez
0000004010,宮國椋丞,右投右打,1992/04/17,日本,Miyaguni Ryosuke
0000004030,詹智堯,左投左打,1983/01/02,中華民國,
0000004032,嚴宏鈞,右投左打,1997/04/30,中華民國,
0000004033,林宗緯,左投左打,1996/12/26,中華民國,
0000004034,史密斯,左投左打,1983/12/22,美國,Greg Smith
0000004035,林大展,右投左打,1996/12/19,中華民國,
0000004036,拿威,左投左打,1989/11/15,波多黎各,Efrain Nieves
0000004037,江忠垣,右投右打,1997/12/16,中華民國,
0000004043,金賢宇,右投右打,1988/01/21,韓國,Kim Hyun Woo
0000004056,朴燦都,右投左打,1989/02/22,韓國,Park Chan Do
0000004076,墨非,右投左右開弓,1988/04/06,美國,John Murphy
0000004569,萊福力,右投右打,1985/09/07,美國,Mitch Lively
0000004570,瑞安,左投左打,1987/04/10,美國,Ryan Verdugo
0000004571,羅里奇,右投右打,1982/08/04,美國,Josh Roenicke
0000004572,馬丁尼茲,右投右打,1987/08/04,委內瑞拉,David Martinez
0000004620,知念広弥,左投左打,1989/12/18,日本,
0000004621,威拉諾,右投右打,1986/07/27,美國,Elih Villanueva
0000004622,蕭憶銘,右投右打,1999/11/21,中華民國,
0000004624,陳克羿,右投左打,1999/10/27,中華民國,
0000004625,吳俊偉,右投右打,1998/12/31,中華民國,
0000004626,王奕凱,左投左打,2000/08/29,中華民國,
0000004627,張偉聖,右投左打,1997/12/07,中華民國,
0000004628,歐書誠,右投左打,1993/02/11,中華民國,
0000004629,楊彬,右投右打,1996/01/01,中華民國,
0000004630,班尼特,左投左打,1991/08/07,美國,Bennett Parry
0000004631,喬登,右投右打,1989/01/17,美國,Taylor Jordan
0000004632,范柏絜,右投右打,2000/08/13,中華民國,
0000004633,陳晨威,右投左打,1997/12/12,中華民國,
0000004634,邱丹,左投左打,2000/07/11,中華民國,
0000004635,江國謙,右投右打,1999/10/01,中華民國,
0000004636,江坤宇,右投右打,2000/07/04,中華民國,
0000004637,劉軒荅,右投右打,1996/11/23,中華民國,
0000004638,古林睿煬,右投右打,2000/06/12,中華民國,
0000004639,方建德,右投右打,1995/11/11,中華民國,
0000004640,姚雨翔,右投左打,2000/05/23,中華民國,
0000004641,李丞齡,右投右打,2000/08/08,中華民國,
0000004642,林靖凱,右投右打,2000/07/22,中華民國,
0000004643,胡冠俞,右投右打,2000/05/18,中華民國,
0000004644,曾慈恩,右投左打,1999/01/11,中華民國,
0000004645,戴培峰,右投左打,2000/01/07,中華民國,
0000004646,翁瑋均,右投左打,1998/11/29,中華民國,
0000004647,楊子亦,右投左打,2000/08/14,中華民國,
0000004648,秦裕二,右投右打,1983/06/03,日本,Hata Yuji
0000004649,韓勝志,右投右打,1997/05/19,韓國,Han Seung Ji
0000004650,金泰亨,左投左打,1998/09/17,韓國,Kim Taeh Young
0000004651,朴哉昱,右投右打,1995/12/06,韓國,Park Jae Wook
0000004652,李振榮,右投右打,1997/07/21,韓國,Lee Jin Young
0000004653,千源奭,左投左打,1997/02/22,韓國,Cheon Won Seok
0000004654,全龍勳,右投右打,1995/03/20,韓國,Jeon Yong Hun
0000004655,金成漢,右投右打,1992/04/15,韓國,Kim Sung Han
0000004656,林大韓,右投左打,1993/08/13,韓國,Lim Dae Han
0000004657,金振虎,右投右打,1998/06/07,韓國,Kim Jin Ho
0000004658,趙丙旭,右投右打,1998/06/08,韓國,Jo Byeong Uk
0000004659,金太現,左投左打,1998/03/21,韓國,Kim Taeh Yeon
0000004660,崔하늘,右投右打,1999/03/26,韓國,Choi Ha Neul
0000004661,崔地光,右投右打,1998/03/13,韓國,Choi Ji Gwang 
0000004662,李榮浚,左投左打,1991/10/10,韓國,Lee Young Joon
0000004663,金範洙,左投左打,1995/10/03,韓國,Kim Beom Su
0000004664,金泰君,右投右打,1989/12/30,韓國,Kim Tae Gun
0000004665,金亨俊,右投右打,1999/11/02,韓國,Kim Hyung Jun
0000004666,崔宰元,右投右打,1990/07/30,韓國,Choi Jae Won
0000004667,徐藝日,右投左打,1993/06/19,韓國,Seo Ye Il
0000004668,金周賢,左投左打,1993/12/21,韓國,Kim Ju Hyun
0000004669,高將赫,右投右打,1990/01/08,韓國,Ko Jang Hyeok
0000004670,金旻洙,右投右打,1998/03/18,韓國,Kim Min Su
0000004671,吳泳首,右投左打,2000/01/30,韓國,Oh Young Soo
0000004672,柳丞鉉,右投左打,1997/07/01,韓國,Ryu Seung Hyun
0000004673,金虎伶,右投右打,1992/04/30,韓國,Kim Ho Ryung
0000004674,崔相珉,左投左打,1999/08/20,韓國,Choi Sang Min
0000004676,温水賀一,右投右打,1994/04/02,日本,Nukumizu Kai
0000004677,丸子達也,左投左打,1993/06/16,日本,Maruko Tatsuya
0000004678,田場亮平,右投右打,1992/02/18,日本,Taba Ryohei
0000004679,小島康明,右投右打,1992/07/20,日本,Ojima Yasuaki
0000004680,阿部良亮,右投左打,1992/09/07,日本,Abe Ryosuke
0000004681,中内洸太,右投左打,1995/01/02,日本,Nakauchi Kota
0000004682,嘉陽宗一郎,右投右打,1995/11/15,日本,Kayo Shuichiro
0000004683,立野和明,右投右打,1998/04/03,日本,Tateno Kazuaki
0000004684,阿部翔太,右投左打,1992/11/03,日本,Abe Shota
0000004685,山田義貴,右投右打,1994/06/26,日本,Yamada Yoshiki
0000004686,河野竜生,左投左打,1998/05/30,日本,Kawano Ryusei
0000004687,渡辺和哉,右投右打,1994/01/02,日本,Watanabe Kazuya
0000004688,喜納淳弥,右投左打,1992/10/20,日本,Kino Junya
0000004689,大保優真,右投右打,1995/07/14,日本,Daibo Yuma
0000004690,下川知弥,右投左打,1992/10/22,日本,Shimokawa Kazuya
0000004691,森下翔平,右投右打,1994/06/23,日本,Morishita Shohei
0000004692,石川裕也,右投左打,1994/08/31,日本,Ishikawa Yuya
0000004693,小深田大翔,右投左打,1995/09/28,日本,Kobukata Hiroto
0000004694,佐藤竜彦,右投右打,1994/11/21,日本,Satoh Tatsuhiko
0000004695,佐藤拓也,右投左打,1994/08/12,日本,Sato Takuya
0000004696,茶谷良太,右投右打,1994/08/29,日本,Chatani Ryouta
0000004697,龍幸之介,右投左打,1994/04/15,日本,Ryu Konosuke
0000004698,皆川仁,右投左打,1994/04/20,日本,Minakawa Jin
0000004703,星知弥,右投右打,1994/04/15,日本,Hoshi Tomoya
0000004704,山田大樹,右投左打,1997/10/04,日本,Yamada Hiroki
0000004705,大江竜聖,左投左打,1999/01/15,日本,Ohe Ryusei
0000004706,橋本篤郎,左投左打,1998/02/24,日本,Hashimoto Atsuro
0000004707,梅野雄吾,右投右打,1999/01/13,日本,Umeno Yugo
0000004708,森遼大朗,右投左打,1999/04/22,日本,Mori Ryotaro
0000004709,池田隆英,右投右打,1994/10/01,日本,Ikeda Takahide
0000004710,渡邊佑樹,左投左打,1995/11/08,日本,Watanabe Yuki
0000004711,西口直人,右投右打,1996/11/14,日本,Nishiguchi Naoto
0000004712,中塚駿太,右投右打,1994/12/26,日本,Nakatsuka Shunta
0000004713,田村伊知郎,右投左打,1994/09/19,日本,Tamura Ichiro
0000004714,本田圭佑,右投右打,1993/04/24,日本,Honda Keisuke
0000004715,岸田行倫,右投右打,1996/10/10,日本,Kishida Yukinori
0000004716,松本直樹,右投右打,1993/10/17,日本,Matsumoto Naoki
0000004717,齊藤誠人,右投左打,1995/08/07,日本,Saito Masato
0000004718,湯浅大,右投右打,2000/01/24,日本,Yuasa Dai
0000004719,北村拓己,右投右打,1995/08/29,日本,Kitamura Takumi
0000004720,宮本丈,右投左打,1995/04/03,日本,Miyamoto Takeshi
0000004721,村上宗隆,右投左打,2000/02/02,日本,Murakami Munetaka
0000004722,安田尚憲,右投左打,1999/04/15,日本,Yasuda Hisanori
0000004723,岩見雅紀,右投右打,1994/07/10,日本,Iwami Masaki
0000004724,加藤脩平,右投左打,1999/03/28,日本,Katoh Shuhei
0000004725,塩見泰隆,右投右打,1993/06/12,日本,Shiomi Yasutaka
0000004726,和田康士朗,左投左打,1999/01/14,日本,Wada Koshiro
0000004727,武田愛斗,右投右打,1997/04/06,日本,Takeda Aito
0000004739,石井将希,左投左打,1995/07/12,日本,Ishii Masaki
0000004740,浜地真澄,右投右打,1998/05/25,日本,Hamachi Masumi
0000004741,渡邉雄大,左投左打,1991/09/19,日本,Watanabe Yuta
0000004742,椎野新,右投右打,1995/10/10,日本,Shiino Arata
0000004743,田浦文丸,左投左打,1999/09/21,日本,Taura Fumimaru
0000004744,鈴木康平,右投右打,1994/01/21,日本,Suzuki Kohei
0000004745,榊原翼,右投右打,1998/08/25,日本,Sakakibara Tsubasa
0000004746,石川翔,右投左打,1999/12/14,日本,Ishikawa Sho
0000004747,山本拓実,右投右打,2000/01/31,日本,Yamamoto Takumi
0000004748,田村丈,右投右打,1992/11/20,日本,Tamura Joh
0000004749,谷川原健太,右投左打,1997/04/16,日本,Tanigawara Kenta
0000004750,稲富宏樹,右投左打,1999/04/27,日本,Inatomi Hiroki
0000004751,山本祐大,右投右打,1998/09/11,日本,Yamamoto Yudai
0000004752,三森大貴,右投左打,1999/02/21,日本,Mimori Masaki
0000004753,増田珠,右投右打,1999/05/21,日本,Masuda Shu
0000004754,髙松渡,右投左打,1999/07/02,日本,Takamatsu Wataru
0000004755,狩野行寿,右投右打,1994/07/31,日本,Karino Yukikazu
0000004756,百瀬大騎,右投左打,1997/03/11,日本,Momose Hiroki
0000004757,藤谷洸介,右投左打,1996/02/12,日本,Fujitani Kosuke
0000004758,田城飛翔,右投左打,1999/03/19,日本,Tashiro Tsubasa
0000004759,大本将吾,右投左打,1998/04/22,日本,Omoto Shogo
0000004760,西浦颯大,右投左打,1999/05/21,日本,Nishiura Hayato
0000004761,佐野皓大,右投左右開弓,1996/09/02,日本,Sano Kodai
0000004762,伊藤康祐,右投右打,2000/02/03,日本,Itoh Kosuke
0000004763,宮本秀明,右投左打,1996/07/24,日本,Miyamoto Shumei
0000004764,笠井駿,右投右打,1995/04/20,日本,Kasai Shun
0000004770,索沙,右投右打,1985/07/28,多明尼加,Henry Sosa
0000004771,艾銳克,右投右打,1992/11/22,加拿大,Eric Wood
0000004820,奧斯丁,右投右打,1985/04/29,美國,Austin Bibens-Dirkx
0000004821,李茲,右投右打,1985/09/03,多明尼加,Radhames Liz
0000004849,里迪,右投右打,1988/08/14,義大利,Alex Liddi
0000005084,柏納帝那,左投左打,1984/06/12,荷蘭,Roger Bernadina
0000005085,霸林爵,左投左打,1991/02/04,美國,Ryan Bollinger
0000005199,黃子權,右投右打,1997/04/10,中華民國,
0000005233,米蘭達,左投左打,1989/01/10,古巴,Ariel Miranda
0000005253,冠猛,右投右打,1991/09/04,美國,Matthew Grimes
0000005254,亞力克,右投右打,1991/10/04,美國,Alec Asher
0000005257,赫猛,左投左打,1989/03/17,美國,Casey Harman
0000005278,李承風,右投右打,2000/01/17,中華民國,
0000005279,陽杰恩,右投右打,1999/05/09,中華民國,
0000005280,古森,右投右打,1998/06/25,中華民國,
0000005281,蘇俊榮,右投左打,1989/09/30,中華民國,
0000005282,姚杰宏,右投右打,1998/04/15,中華民國,
0000005283,黃昰豪,右投右打,1999/03/16,中華民國,
0000005284,藍愷青,左投左打,1998/09/06,中華民國,
0000005285,許峻暘,右投左打,1998/03/23,中華民國,
0000005287,陳理安,右投右打,1998/06/06,中華民國,
0000005288,宮象謙,左投左打,2000/01/03,中華民國,
0000005289,陽尚衛,右投右打,1998/05/17,中華民國,
0000005290,林浩吉,左投左打,1998/12/08,中華民國,
0000005291,蔣少宏,右投右打,1997/07/13,中華民國,
0000005292,岳少華,右投左打,1999/06/01,中華民國,
0000005293,吳家洋,右投右打,2000/01/22,中華民國,
0000005294,張益豪,右投左打,1999/11/23,中華民國,
0000005295,楊淳弼,左投左打,2000/06/22,中華民國,
0000005296,董秉軒,右投左打,1998/01/09,中華民國,
0000005297,尤士晉,右投右打,1990/06/20,中華民國,
0000005298,黃韋盛,右投右打,1999/02/19,中華民國,
0000005299,賴明杰,左投左打,1998/05/25,中華民國,
0000005300,古子恩,右投左打,2000/01/08,中華民國,
0000005301,余偉程,右投右打,1998/10/14,中華民國,
0000005302,林奕丞,右投左打,1999/09/29,中華民國,
0000005303,陳偉濠,右投右打,1997/10/03,中華民國,
0000005304,劉致榮,右投左打,1999/04/07,中華民國,
0000005305,郭子銓,右投右打,2000/05/16,中華民國,
0000005306,許哲晏,右投右打,1998/01/16,中華民國,
0000005307,陳韋霖,左投右打,1995/06/30,中華民國,
0000005308,曾翰宇,右投右打,1999/02/16,中華民國,
0000005310,陳真,右投右打,1998/10/22,中華民國,
0000005311,蔡瑋泰,右投右打,1995/07/17,中華民國,
0000005312,闕定進,右投右打,1997/03/01,中華民國,
0000005313,曾宸佐,右投右打,1999/04/10,中華民國,
0000005314,徐威程,右投右打,1998/11/01,中華民國,
0000005315,高偉強,右投右打,1999/09/18,中華民國,
0000005316,葉浚琳,右投右打,1998/11/23,中華民國,
0000005317,林銘謙,右投右打,1995/04/12,中華民國,
0000005318,王泓逸,右投右打,1999/9/13,中華民國,
0000005319,葉柏麟,右投右打,1997/11/05,中華民國,
0000005320,洪紹恩,左投左打,1999/09/13,中華民國,
0000005321,邱繼諒,右投右打,1998/12/04,中華民國,
0000005322,邱珈麒,右投左打,1993/07/30,中華民國,
0000005323,蘇煒智,右投右打,1999/04/26,中華民國,
0000005324,蔡松嶧,右投右打,1995/04/04,中華民國,
0000005325,王偉安,右投右打,1999/03/22,中華民國,
0000005326,黃昱豪,右投右打,1996/12/03,中華民國,
0000005327,郭宗尉,右投右打,2000/09/25,中華民國,
0000005328,戴源廷,右投右打,1997/03/18,中華民國,
0000005329,黃文鈺,右投右打,2000/11/23,中華民國,
0000005330,蔣宗錡,右投右打,1999/08/18,中華民國,
0000005332,莊凱文,右投右打,1998/05/05,中華民國,
0000005333,湯家豪,右投左打,2000/01/27,中華民國,
0000005334,廖柏勳,右投右打,1997/03/26,中華民國,
0000005335,李秉諺,右投右打,1998/03/27,中華民國,
0000005336,童堉誠,右投左打,1999/11/01,中華民國,
0000005337,阮杰熙,右投右打,2000/11/30,中華民國,
0000005338,陳建川,右投左打,1997/10/29,中華民國,
0000005339,黎胤宣,右投右打,1999/07/08,中華民國,
0000005340,王博玄,右投左打,2000/04/01,中華民國,
0000005341,邱辰,左投右打,1999/02/01,中華民國,
0000005342,林志綱,右投左打,1999/02/13,中華民國,
0000005372,呂詠臻,右投右打,1998/12/24,中華民國,
0000005469,王泓勛,右投左打,2001/08/03,中華民國,
0000005479,江國豪,右投右打,1997/12/29,中華民國,
0000005480,班華德,右投右打,1986/02/14,美國,Travis Banwart
0000005482,吳承諭,右投左打,1997/01/09,中華民國,
0000005492,朱益生,左投左打,1999/10/01,中華民國,
0000005494,布瑞特,左投左打,1989/07/01,美國,Brett Oberholtzer
0000005496,辛元旭,右投右打,1999/06/04,中華民國,
0000005508,楊瑞承,右投左打,1993/10/04,中華民國,
0000005509,莊昕諺,右投右打,2000/10/19,中華民國,
0000005510,林澤彬,右投左打,1998/12/23,中華民國,
0000005511,張喜凱,右投右打,1998/10/29,中華民國,
0000005520,多猛,左投左打,1992/06/01,美國,Thomas Dorminy
0000005521,黃紹熙,右投左右開弓,1994/05/06,中華民國,
0000005522,羅暐捷,右投左打,2001/01/15,中華民國,
0000005531,邱智呈,左投左打,2000/11/26,中華民國,
0000005532,全浩瑋,右投右打,1998/05/30,中華民國,
0000005533,魏全,右投右打,1998/01/13,中華民國,
0000005534,牛塏曄,右投右打,1994/01/02,中華民國,
0000005535,李宇翔,右投右打,1997/05/07,中華民國,
0000005536,瑪仕革斯俄霸律尼,左投左打,1996/10/30,中華民國,
0000005537,劉宇鈞,右投右打,1998/06/27,中華民國,
0000005538,黃柏豪,右投左打,1996/09/14,中華民國,
0000005539,曾柏融,左投左打,1998/05/01,中華民國,
0000005540,李凱威,右投左打,1997/09/11,中華民國,
0000005541,郭郁政,右投右打,1997/12/01,中華民國,
0000005542,張政禹,右投左打,2000/06/08,中華民國,
0000005543,徐若熙,右投右打,2000/11/01,中華民國,
0000005544,曾傳昇,右投左打,2000/11/22,中華民國,
0000005545,劉基鴻,右投右打,2000/11/03,中華民國,
0000005546,拿莫伊漾,右投右打,1998/09/21,中華民國,
0000005547,蔡明憲,右投右打,1998/11/29,中華民國,
0000005548,林孝程,右投左打,1999/11/30,中華民國,
0000005549,郭天信,右投左打,2000/04/15,中華民國,
0000005550,莊玉彬,右投右打,2001/05/29,中華民國,
0000005551,陳良志,右投右打,1997/04/30,中華民國,
0000005552,呂偉晟,右投右打,1999/07/10,中華民國,
0000005553,張祐銘,右投左打,1997/03/15,中華民國,
0000005554,黃東淯,右投右打,1998/04/27,中華民國,
0000005555,陳冠偉,右投右打,1996/10/28,中華民國,
0000005556,葉國情,右投右打,2001/02/14,中華民國,
0000005557,陳震洋,右投右打,2001/03/29,中華民國,
0000005558,蘇俊璋,右投右打,1998/09/02,中華民國,
0000005559,李承禎,右投右打,2000/09/14,中華民國,
0000005560,林奕豪,右投左打,2000/10/30,中華民國,
0000005561,李建勲,右投右打,1996/09/08,中華民國,
0000005562,林聖榮,右投右打,2001/06/04,中華民國,
0000005563,姚冠瑋,右投右打,1996/01/11,中華民國,
0000005564,吳承運,右投左打,1999/03/08,中華民國,
0000005565,張聖豪,右投左打,2001/05/11,中華民國,
0000005566,黃弘毅,右投右打,2001/04/06,中華民國,
0000005567,林瑞鈞,右投左打,2001/04/06,中華民國,
0000005569,曾頌恩,右投右打,2000/01/08,中華民國,
0000005570,邱志恆,右投右打,2001/01/29,中華民國,
0000005571,岳政華,左投左打,2001/01/29,中華民國,
0000005572,魏碩成,左投左打,1997/06/17,中華民國,
0000005573,劉劭威,右投右打,1996/03/26,中華民國,
0000005590,飛利士,左投左打,1987/10/23,美國,Felix Antonio Doubront
0000005592,富藍戈,右投右打,1992/12/29,委內瑞拉,Enderson Franco
0000005600,必贏多,右投右打,1994/01/20,委內瑞拉,Ricardo Antonio Pinto Valera
0000005604,勝騎士,右投右打,1994/10/31,委內瑞拉,Mario Sanchez
0000005606,威亞,右投右打,1993/10/24,委內瑞拉,Anthony Vizcaya
0000005656,李聖裕,右投左打,1997/05/06,中華民國,
0000005702,雷艾斯,右投右打,1992/04/06,美國,Arturo Reyes
0000005731,布雷克,右投右打,1994/07/02,加拿大,Brock Dykxhoorn
0000005787,王宗豪,左投左打,1990/08/27,中華民國,
0000005788,林凱威,右投右打,1996/03/19,中華民國,
0000005789,林鋅杰,右投右打,1999/03/18,中華民國,
0000005790,張奕,右投右打,1994/02/26,中華民國,
0000005795,崔珉準,右投右打,1999/06/11,韓國,
0000005796,李度炫,右投右打,1995/04/11,韓國,
0000005797,李承官,左投左打,1999/12/01,韓國,
0000005798,李宇錫,右投右打,1996/04/16,韓國,
0000005799,金在雄,左投左打,1998/10/22,韓國,
0000005800,李昇眞,右投右打,1995/01/07,韓國,
0000005801,朴允哲,右投右打,1996/03/23,韓國,
0000005802,金勝範,右投右打,1998/12/07,韓國,
0000005803,姜正賢,右投右打,1995/09/23,韓國,
0000005804,孫東賢,右投左打,2001/01/23,韓國,
0000005805,鄭東潤,右投左打,1997/10/22,韓國,
0000005806,朴成模,左投左打,1995/02/22,韓國,
0000005807,金虎峻,左投左打,1998/05/17,韓國,Kim Hojun
0000005808,李宗革,右投右打,1997/05/29,韓國,
0000005809,金載顯,右投右打,1993/03/18,韓國,
0000005810,都太勳,右投左打,1993/03/18,韓國,
0000005811,朴成韓,右投左打,1998/03/30,韓國,
0000005812,安尙鉉,右投右打,1997/01/27,韓國,
0000005813,高明星,右投右打,1999/04/16,韓國,
0000005814,具本奕,右投右打,1997/01/11,韓國,
0000005815,盧施煥,右投右打,2000/12/03,韓國,
0000005816,趙修行,右投左打,1993/08/30,韓國,
0000005817,洪現彬,右投左打,1997/08/29,韓國,
0000005818,李在栗,左投左打,1993/05/02,韓國,
0000005819,洧長赫,右投右打,2000/05/30,韓國,
0000005820,尹禎彬,右投左打,1999/06/24,韓國,
0000005821,畠世周,右投左打,1994/05/31,日本,Hatake Seishu
0000005822,横川凱,左投左打,2000/08/30,日本,Yokogawa Kai
0000005823,田中優大,右投右打,1999/09/14,日本,Tanaka Yudai
0000005824,鎌田光津希,右投右打,1995/09/06,日本,Kamata Mizuki
0000005825,柯戴洛,左投左打,1997/12/18,多明尼加,Remy Moise Cordero Reyes
0000005826,鈴木博志,右投右打,1997/03/22,日本,Suzuki Hiroshi
0000005827,馬場皐輔,右投右打,1995/05/18,日本,Baba Kosuke
0000005828,牧丈一郎,右投左打,1999/09/23,日本,Maki Joichiro
0000005829,石橋康太,右投右打,2000/12/07,日本,Ishibashi Kota
0000005830,増田陸,右投右打,2000/06/17,日本,Masuda Riku
0000005831,黒田響生,右投右打,2000/07/21,日本,Kuroda Hibiki
0000005832,伊藤裕季也,右投右打,1996/08/30,日本,Ito Yukiya
0000005833,知野直人,右投右打,1999/02/16,日本,Naoto Chino
0000005834,根尾昂,右投左打,2000/04/19,日本,Neo Akira
0000005835,熊谷敬宥,右投右打,1995/11/10,日本,Kumagai Takahiro
0000005836,山下航汰,右投左打,2000/11/15,日本,Yamashita Kota
0000005837,島田海吏,右投左打,1996/02/06,日本,Shimada Kairi
0000005838,沈昌珉,右投右打,1993/02/01,韓國,
0000005839,古谷優人,左投左打,1999/02/19,日本,Furuya Yuto
0000005840,尾形崇斗,右投左打,1999/05/15,日本,Ogata Shuto
0000005841,笠谷俊介,左投左打,1997/03/17,日本,Kasaya Shunsuke
0000005842,重田倫明,右投右打,1996/05/30,日本,Shigeta Tomoaki
0000005843,引地秀一郎,右投右打,2000/06/03,日本,Hikiji Shuichiro
0000005844,鈴木翔天,左投左打,1996/08/19,日本,Suzuki Sora
0000005846,伊藤翔,右投右打,1999/02/10,日本,Ito Sho
0000005847,清水昇,右投左打,1996/10/15,日本,Shimizu Noboru
0000005848,金久保優斗,右投左打,1999/11/04,日本,Kanakubo Yuto
0000005849,日隈Julius,左投左打,1997/05/25,日本,Higuma Juriasu
0000005850,神戸文也,右投右打,1994/05/09,日本,Kambe Fumiya
0000005851,木須Felipe,右投右打,1999/09/04,日本,
0000005852,野村大樹,右投右打,2000/09/10,日本,Nomura Daiju
0000005853,砂川Richard,右投右打,1999/06/18,日本,Sunagawa Richard
0000005854,村林一輝,右投右打,1997/10/06,日本,Murabayashi Itsuki
0000005856,山野辺翔,右投右打,1994/05/24,日本,Yamanobe Kakeru
0000005857,吉田大成,右投左打,1995/03/07,日本,Yoshida Taisei
0000005858,宜保翔,右投左打,2000/11/26,日本,Gibo Sho
0000005859,廣澤伸哉,右投右打,1999/08/11,日本,Hirosawa Shinya
0000005860,清水陸哉,右投右打,1999/01/22,日本,Shimizu Rikuya
0000005861,濱田太貴,右投右打,2000/09/04,日本,Hamada Taiki
0000005862,川越誠司,左投左打,1993/06/30,日本,Kawagoe Seiji
0000005863,金昇賢,右投右打,1992/07/09,韓國,
0000005864,小郷裕哉,右投左打,1996/08/03,日本,Ogo Yuya
0000005865,金弦,右投右打,1999/01/15,韓國,
0000005866,金準兌,右投左打,1994/07/31,韓國,
